,price,property_type,bedrooms,bathrooms_text,beds,neighbourhood_cleansed
1,135.0,Entire guesthouse,2.0,1.0,2.0,Highland
2,179.0,Entire loft,1.0,1.5,1.0,Five Points
3,55.0,Private room in residential home,1.0,1.0,1.0,North Park Hill
4,52.0,Private room in residential home,1.0,1.0,1.0,North Park Hill
5,33.0,Private room in residential home,1.0,1.0,2.0,North Capitol Hill
7,87.0,Entire guest suite,1.0,1.0,1.0,West Highland
8,113.0,Entire cottage,1.0,1.0,1.0,Highland
9,126.0,Entire rental unit,1.0,1.0,2.0,Capitol Hill
10,79.0,Entire guesthouse,1.0,1.0,1.0,Overland
11,90.0,Private room in residential home,1.0,1.0,1.0,South Park Hill
12,67.0,Entire condominium (condo),1.0,1.0,1.0,CBD
13,400.0,Entire residential home,5.0,4.0,7.0,Washington Park
14,44.0,Private room in condominium (condo),1.0,1.0,1.0,South Park Hill
15,100.0,Private room in condominium (condo),1.0,1.5,2.0,Highland
16,165.0,Entire loft,2.0,1.5,2.0,Union Station
18,82.0,Private room in residential home,1.0,1.0,1.0,Five Points
19,223.0,Entire townhouse,3.0,2.5,3.0,Washington Park West
20,55.0,Private room in townhouse,1.0,1.0,1.0,Baker
21,55.0,Private room in residential home,1.0,1.5,1.0,City Park West
22,155.0,Entire residential home,2.0,2.0,2.0,Clayton
23,118.0,Entire rental unit,1.0,1.0,1.0,City Park West
24,50.0,Private room in residential home,1.0,1.0,1.0,City Park West
25,200.0,Entire loft,2.0,1.0,2.0,Five Points
26,122.0,Entire townhouse,2.0,2.0,2.0,Highland
27,160.0,Entire rental unit,2.0,1.0,2.0,Highland
28,195.0,Entire residential home,3.0,2.5,3.0,Stapleton
29,119.0,Entire bungalow,2.0,1.0,2.0,Platt Park
30,359.0,Entire residential home,3.0,2.5,6.0,Five Points
31,56.0,Private room in townhouse,1.0,1.5,1.0,Lowry Field
32,82.0,Entire guest suite,2.0,1.0,2.0,South Park Hill
33,25.0,Private room in townhouse,4.0,3.5,3.0,West Highland
34,180.0,Private room in residential home,2.0,1.0,2.0,South Park Hill
35,77.0,Entire rental unit,1.0,1.0,1.0,City Park West
36,228.0,Entire residential home,3.0,3.0,3.0,Platt Park
37,163.0,Entire residential home,2.0,1.0,2.0,Sunnyside
38,74.0,Private room in residential home,1.0,1.0,1.0,Congress Park
39,105.0,Entire bungalow,1.0,1.0,3.0,City Park West
40,151.0,Entire guest suite,2.0,1.0,5.0,Goldsmith
41,95.0,Entire residential home,1.0,1.0,2.0,Capitol Hill
42,129.0,Entire loft,1.0,1.0,0.0,Highland
43,90.0,Entire bungalow,2.0,1.0,3.0,Congress Park
44,125.0,Entire condominium (condo),2.0,2.0,2.0,CBD
45,125.0,Entire guesthouse,1.0,1.0,1.0,Stapleton
46,139.0,Entire residential home,3.0,2.0,5.0,Five Points
47,165.0,Entire guest suite,2.0,1.0,3.0,Berkeley
48,145.0,Entire guest suite,1.0,1.0,0.0,Berkeley
49,100.0,Entire residential home,2.0,1.5,2.0,Sunnyside
50,182.0,Entire residential home,1.0,1.0,1.0,Lincoln Park
51,120.0,Entire townhouse,1.0,1.0,2.0,City Park West
52,136.0,Entire residential home,3.0,2.0,4.0,Cole
53,56.0,Entire condominium (condo),1.0,1.0,1.0,CBD
54,68.0,Private room in residential home,1.0,1.0,1.0,Cheesman Park
55,58.0,Private room in residential home,1.0,1.0,2.0,Cheesman Park
57,53.0,Entire condominium (condo),1.0,1.0,1.0,CBD
58,47.0,Private room in residential home,1.0,1.0,1.0,Cole
59,65.0,Entire rental unit,1.0,1.0,1.0,Speer
61,98.0,Entire condominium (condo),2.0,2.0,2.0,CBD
63,98.0,Entire condominium (condo),2.0,2.0,2.0,CBD
65,218.0,Entire residential home,5.0,2.0,5.0,University
66,78.0,Entire condominium (condo),1.0,1.0,1.0,CBD
67,125.0,Entire townhouse,2.0,2.0,2.0,Capitol Hill
68,56.0,Entire condominium (condo),1.0,1.0,1.0,CBD
69,92.0,Entire rental unit,1.0,1.0,1.0,Highland
70,245.0,Entire residential home,5.0,2.0,6.0,West Colfax
71,102.0,Private room in residential home,2.0,1.0,2.0,Congress Park
72,74.0,Entire guest suite,1.0,1.0,1.0,Berkeley
73,121.0,Entire rental unit,2.0,1.0,2.0,West Highland
74,108.0,Entire bungalow,1.0,1.0,1.0,Speer
75,88.0,Entire rental unit,2.0,1.0,3.0,West Colfax
76,60.0,Private room in residential home,1.0,1.0,1.0,South Park Hill
77,211.0,Entire residential home,2.0,2.0,2.0,Sloan Lake
78,101.0,Private room in residential home,1.0,1.0,5.0,Cheesman Park
80,56.0,Private room in residential home,1.0,1.0,1.0,Cheesman Park
81,81.0,Private room in residential home,2.0,1.5,1.0,Congress Park
82,350.0,Entire loft,1.0,1.5,1.0,CBD
83,35.0,Private room in residential home,1.0,1.0,1.0,University
84,35.0,Private room in residential home,1.0,1.0,1.0,University
85,110.0,Entire guest suite,2.0,1.0,2.0,Berkeley
86,451.0,Entire townhouse,2.0,2.5,2.0,Sunnyside
87,200.0,Entire rental unit,1.0,1.0,1.0,CBD
88,39.0,Private room in bungalow,1.0,1.0,1.0,Clayton
89,150.0,Entire residential home,3.0,2.0,4.0,Platt Park
90,76.0,Entire rental unit,1.0,1.0,0.0,City Park West
91,258.0,Entire residential home,2.0,1.0,3.0,Lincoln Park
92,92.0,Entire rental unit,2.0,1.0,2.0,Hilltop
93,151.0,Entire residential home,2.0,1.0,3.0,Sunnyside
94,26.0,Private room in residential home,1.0,1.0,1.0,University
96,260.0,Entire residential home,3.0,3.0,5.0,Country Club
97,189.0,Entire residential home,3.0,1.0,4.0,Clayton
98,80.0,Entire rental unit,1.0,1.0,1.0,City Park West
99,115.0,Entire guest suite,1.0,1.0,2.0,West Highland
100,70.0,Entire guest suite,1.0,1.0,1.0,Berkeley
101,130.0,Entire loft,1.0,1.0,1.0,West Highland
102,48.0,Entire condominium (condo),1.0,1.0,1.0,City Park West
103,300.0,Entire residential home,1.0,1.5,1.0,Cory - Merrill
104,165.0,Entire guest suite,2.0,1.0,2.0,City Park
105,199.0,Entire residential home,3.0,1.0,4.0,Athmar Park
106,210.0,Entire residential home,3.0,2.5,3.0,Stapleton
107,159.0,Entire guesthouse,1.0,1.0,1.0,Highland
108,79.0,Private room in residential home,1.0,1.0,1.0,Five Points
109,74.0,Private room in residential home,1.0,1.0,1.0,Five Points
110,118.0,Entire condominium (condo),2.0,1.0,3.0,Washington Virginia Vale
111,150.0,Entire residential home,2.0,2.0,2.0,Highland
112,75.0,Entire condominium (condo),1.0,1.0,1.0,Lowry Field
113,79.0,Private room in residential home,1.0,1.0,1.0,Congress Park
114,106.0,Private room in residential home,1.0,1.0,1.0,Highland
115,199.0,Entire residential home,3.0,1.0,4.0,Athmar Park
116,87.0,Entire townhouse,2.0,1.0,2.0,Baker
117,260.0,Entire residential home,3.0,2.0,4.0,Sloan Lake
118,600.0,Entire residential home,4.0,3.0,6.0,Baker
119,321.0,Entire residential home,5.0,3.0,5.0,Gateway - Green Valley Ranch
120,160.0,Entire residential home,2.0,1.5,2.0,West Highland
121,185.0,Entire residential home,2.0,1.5,2.0,Capitol Hill
122,518.0,Entire residential home,2.0,2.0,7.0,Cole
123,125.0,Entire residential home,2.0,1.0,1.0,Highland
124,190.0,Entire rental unit,1.0,1.0,1.0,Union Station
126,164.0,Entire residential home,2.0,2.0,2.0,Five Points
127,93.0,Entire rental unit,1.0,1.0,2.0,Rosedale
128,55.0,Entire guesthouse,1.0,1.0,1.0,Five Points
129,135.0,Entire residential home,2.0,2.5,2.0,Whittier
130,172.0,Entire guest suite,1.0,1.0,1.0,West Highland
131,77.0,Private room in townhouse,1.0,1.0,1.0,Fort Logan
132,105.0,Entire loft,1.0,1.0,1.0,Five Points
133,179.0,Entire residential home,2.0,1.0,2.0,Sunnyside
134,139.0,Entire residential home,3.0,2.0,1.0,Lincoln Park
135,125.0,Private room in residential home,3.0,1.5,3.0,University
136,115.0,Private room in residential home,1.0,1.0,1.0,Capitol Hill
137,176.0,Entire townhouse,2.0,2.5,2.0,Sunnyside
138,80.0,Entire residential home,2.0,1.0,2.0,City Park West
139,63.0,Entire rental unit,1.0,1.0,1.0,Skyland
140,850.0,Entire loft,2.0,2.5,3.0,Union Station
141,110.0,Entire condominium (condo),1.0,1.0,1.0,North Capitol Hill
142,123.0,Entire residential home,2.0,2.5,5.0,City Park West
143,40.0,Private room in residential home,1.0,1.0,1.0,Cole
144,170.0,Entire residential home,3.0,2.0,3.0,Platt Park
145,170.0,Entire loft,2.0,1.0,2.0,Five Points
146,113.0,Entire rental unit,1.0,1.0,1.0,Skyland
147,155.0,Entire guest suite,2.0,1.0,2.0,Skyland
148,35.0,Private room in rental unit,1.0,1.0,1.0,Windsor
149,69.0,Private room in residential home,1.0,1.0,1.0,Platt Park
150,190.0,Entire condominium (condo),2.0,2.5,2.0,CBD
151,416.0,Entire residential home,5.0,3.0,6.0,Whittier
152,146.0,Entire guesthouse,2.0,1.0,2.0,Berkeley
153,564.0,Entire residential home,5.0,3.5,9.0,Baker
154,137.0,Entire guest suite,1.0,1.0,1.0,Five Points
156,100.0,Entire residential home,1.0,1.0,1.0,West Highland
157,250.0,Entire bungalow,3.0,2.0,4.0,Whittier
158,274.0,Entire residential home,4.0,3.0,4.0,North Park Hill
159,146.0,Entire townhouse,1.0,1.0,2.0,Five Points
160,156.0,Entire rental unit,1.0,1.0,1.0,Congress Park
161,60.0,Private room in rental unit,1.0,1.0,2.0,West Colfax
162,175.0,Entire residential home,4.0,1.0,4.0,Hale
163,140.0,Entire townhouse,1.0,1.0,1.0,Congress Park
164,78.0,Entire condominium (condo),1.0,1.0,1.0,Hale
165,125.0,Entire residential home,2.0,2.5,2.0,Cherry Creek
166,108.0,Private room in residential home,2.0,1.0,3.0,South Park Hill
167,99.0,Entire residential home,2.0,1.0,2.0,Skyland
168,132.0,Entire residential home,1.0,1.0,1.0,Baker
169,75.0,Entire condominium (condo),1.0,1.0,1.0,CBD
170,130.0,Entire loft,1.0,1.0,1.0,Union Station
171,219.0,Entire residential home,2.0,1.0,2.0,Hilltop
172,65.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
173,107.0,Entire rental unit,2.0,1.5,2.0,North Capitol Hill
174,163.0,Private room in townhouse,2.0,2.5,2.0,Washington Virginia Vale
175,175.0,Entire condominium (condo),1.0,1.5,2.0,Five Points
176,80.0,Entire guest suite,1.0,1.0,1.0,Berkeley
178,144.0,Entire rental unit,2.0,2.0,2.0,North Capitol Hill
179,79.0,Entire rental unit,1.0,1.0,1.0,Speer
180,151.0,Entire residential home,1.0,1.0,2.0,Lincoln Park
182,600.0,Entire residential home,4.0,3.0,4.0,South Park Hill
184,115.0,Entire residential home,2.0,1.0,2.0,Highland
185,100.0,Entire rental unit,1.0,1.0,1.0,Speer
186,252.0,Entire rental unit,1.0,1.0,2.0,City Park West
187,96.0,Private room in residential home,1.0,1.0,1.0,Capitol Hill
188,293.0,Entire residential home,4.0,4.5,4.0,Harvey Park
189,73.0,Private room in residential home,1.0,2.0,1.0,Highland
190,122.0,Entire rental unit,1.0,1.0,2.0,Union Station
191,100.0,Entire guesthouse,1.0,1.0,2.0,West Highland
192,77.0,Entire residential home,2.0,1.0,2.0,Whittier
193,129.0,Entire condominium (condo),1.0,1.0,1.0,Five Points
194,90.0,Entire condominium (condo),2.0,2.0,5.0,Capitol Hill
195,49.0,Entire guest suite,1.0,1.0,1.0,Ruby Hill
196,115.0,Entire bungalow,2.0,1.0,2.0,Highland
197,33.0,Private room in residential home,1.0,1.0,1.0,Congress Park
198,50.0,Private room in residential home,1.0,1.0,1.0,Hampden South
199,295.0,Entire rental unit,2.0,2.0,2.0,Union Station
200,120.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
201,175.0,Entire loft,1.0,1.0,2.0,Civic Center
202,150.0,Entire rental unit,1.0,1.0,2.0,Five Points
203,500.0,Entire residential home,4.0,2.5,4.0,Stapleton
204,91.0,Entire guest suite,1.0,1.0,1.0,Berkeley
207,98.0,Entire condominium (condo),2.0,2.0,2.0,CBD
208,395.0,Entire residential home,3.0,4.0,0.0,Jefferson Park
209,60.0,Private room in residential home,1.0,1.0,1.0,South Park Hill
210,115.0,Entire rental unit,1.0,1.0,1.0,North Capitol Hill
211,229.0,Entire bungalow,2.0,1.0,2.0,Speer
212,125.0,Entire residential home,1.0,1.0,1.0,Montclair
213,160.0,Entire guesthouse,1.0,1.0,1.0,Speer
214,125.0,Entire townhouse,1.0,1.0,1.0,Sloan Lake
215,741.0,Entire residential home,6.0,2.5,7.0,West Highland
216,128.0,Entire townhouse,1.0,1.0,2.0,Five Points
217,29.0,Private room in residential home,1.0,0.0,1.0,Harvey Park South
218,120.0,Entire loft,1.0,1.0,1.0,Speer
219,228.0,Entire residential home,4.0,3.0,4.0,Washington Virginia Vale
220,90.0,Entire rental unit,1.0,1.0,2.0,Capitol Hill
221,65.0,Private room in residential home,1.0,1.0,1.0,Cole
222,75.0,Private room in townhouse,1.0,1.5,1.0,Sunnyside
223,174.0,Entire residential home,3.0,2.0,6.0,Regis
224,79.0,Entire condominium (condo),2.0,2.0,3.0,CBD
225,99.0,Private room in townhouse,1.0,1.0,1.0,Capitol Hill
226,346.0,Entire townhouse,2.0,1.0,3.0,Capitol Hill
227,205.0,Entire condominium (condo),3.0,3.0,3.0,Five Points
228,38.0,Private room in residential home,1.0,1.0,1.0,Berkeley
229,39.0,Private room in residential home,1.0,1.0,1.0,University Park
230,42.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
231,365.0,Entire townhouse,2.0,2.5,2.0,Five Points
232,200.0,Entire townhouse,2.0,1.0,2.0,Baker
233,350.0,Entire loft,2.0,2.0,0.0,Five Points
234,150.0,Entire residential home,4.0,2.0,10.0,Regis
235,295.0,Entire residential home,2.0,1.0,2.0,City Park
236,75.0,Entire condominium (condo),1.0,1.5,1.0,Speer
237,468.0,Entire residential home,4.0,2.5,6.0,Stapleton
238,49.0,Private room in residential home,1.0,1.0,1.0,Cheesman Park
239,375.0,Entire residential home,5.0,3.0,6.0,Congress Park
240,165.0,Entire townhouse,2.0,1.5,2.0,Rosedale
241,129.0,Tiny house,1.0,1.0,1.0,Rosedale
242,98.0,Entire guest suite,2.0,1.0,3.0,Washington Virginia Vale
243,120.0,Private room in residential home,1.0,1.0,1.0,West Highland
244,118.0,Entire bungalow,1.0,1.0,2.0,University Park
245,135.0,Entire rental unit,2.0,1.0,2.0,North Capitol Hill
246,65.0,Private room in residential home,1.0,1.0,1.0,Hale
247,100.0,Entire rental unit,1.0,1.0,1.0,Hale
248,85.0,Entire rental unit,1.0,1.0,0.0,Speer
249,150.0,Entire residential home,2.0,1.0,3.0,North Park Hill
250,150.0,Entire rental unit,2.0,1.0,2.0,Congress Park
251,60.0,Entire guest suite,1.0,1.0,1.0,City Park West
252,499.0,Entire residential home,2.0,3.5,2.0,Highland
253,400.0,Entire residential home,3.0,2.5,5.0,Five Points
254,129.0,Entire residential home,1.0,1.0,1.0,North Capitol Hill
255,236.0,Entire residential home,2.0,2.5,2.0,Cole
256,55.0,Private room in residential home,1.0,1.0,1.0,Cole
257,119.0,Entire guesthouse,1.0,1.0,2.0,City Park West
259,404.0,Entire residential home,4.0,2.0,4.0,Goldsmith
260,146.0,Entire guesthouse,1.0,1.0,2.0,Clayton
261,165.0,Entire residential home,2.0,2.0,2.0,Sloan Lake
262,451.0,Entire townhouse,3.0,3.0,4.0,Five Points
263,182.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
264,59.0,Private room in residential home,2.0,1.5,3.0,Hampden
265,399.0,Entire residential home,4.0,2.0,4.0,West Colfax
266,578.0,Entire residential home,4.0,3.5,4.0,City Park West
267,197.0,Entire residential home,2.0,1.0,2.0,Highland
268,98.0,Entire residential home,2.0,1.0,2.0,Sloan Lake
269,94.0,Private room in residential home,1.0,1.0,1.0,University
270,138.0,Entire rental unit,1.0,1.0,1.0,Whittier
271,79.0,Entire condominium (condo),2.0,1.0,2.0,South Park Hill
272,125.0,Entire townhouse,2.0,1.0,3.0,Rosedale
273,250.0,Private room in residential home,1.0,1.0,1.0,Country Club
274,199.0,Entire residential home,5.0,2.0,6.0,Civic Center
275,126.0,Entire townhouse,1.0,1.0,2.0,Highland
276,93.0,Entire guest suite,1.0,1.0,2.0,Gateway - Green Valley Ranch
277,70.0,Entire condominium (condo),1.0,1.0,2.0,Congress Park
278,127.0,Entire rental unit,2.0,1.0,3.0,Speer
279,90.0,Entire rental unit,1.0,1.0,2.0,Capitol Hill
281,44.0,Private room in residential home,1.0,1.0,1.0,Barnum West
282,39.0,Private room in residential home,1.0,1.0,1.0,Barnum West
283,63.0,Entire residential home,2.0,2.0,2.0,West Highland
284,75.0,Private room in townhouse,1.0,1.5,1.0,Sunnyside
285,350.0,Entire residential home,3.0,3.0,3.0,Hampden South
286,133.0,Entire townhouse,1.0,1.0,2.0,Highland
287,130.0,Entire guest suite,2.0,1.0,2.0,Washington Park West
288,275.0,Private room in townhouse,1.0,1.5,1.0,Sloan Lake
289,34.0,Private room in residential home,1.0,1.0,1.0,Congress Park
290,70.0,Entire condominium (condo),1.0,1.0,1.0,Highland
291,138.0,Entire guest suite,1.0,1.0,1.0,Whittier
292,98.0,Entire rental unit,1.0,1.0,1.0,Whittier
293,118.0,Entire residential home,2.0,1.0,2.0,Jefferson Park
294,56.0,Entire condominium (condo),1.0,1.0,1.0,Hale
295,490.0,Castle,5.0,4.5,7.0,Speer
296,120.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
297,95.0,Entire condominium (condo),2.0,2.0,2.0,Congress Park
298,120.0,Entire condominium (condo),2.0,2.0,2.0,CBD
300,159.0,Entire bungalow,3.0,1.0,4.0,Sloan Lake
301,249.0,Entire residential home,2.0,3.0,3.0,Jefferson Park
302,115.0,Entire guesthouse,1.0,1.0,2.0,Highland
304,60.0,Entire guest suite,1.0,1.0,1.0,Fort Logan
305,310.0,Entire townhouse,3.0,1.0,2.0,Five Points
306,130.0,Entire residential home,3.0,3.0,4.0,West Highland
307,389.0,Entire bungalow,3.0,2.0,3.0,Rosedale
308,118.0,Entire residential home,2.0,1.0,3.0,Five Points
309,66.0,Private room in residential home,1.0,1.0,2.0,West Highland
310,22.0,Shared room in residential home,1.0,1.0,2.0,West Highland
311,415.0,Entire townhouse,3.0,2.0,4.0,North Capitol Hill
312,110.0,Entire rental unit,2.0,2.0,2.0,Union Station
313,47.0,Entire bungalow,1.0,1.0,1.0,Baker
314,80.0,Entire guest suite,2.0,1.0,2.0,Sloan Lake
315,370.0,Entire residential home,4.0,4.0,6.0,Sloan Lake
316,160.0,Entire residential home,3.0,3.0,4.0,North Park Hill
317,45.0,Private room in rental unit,1.0,1.0,1.0,Berkeley
318,121.0,Entire guest suite,2.0,1.0,3.0,North Park Hill
319,265.0,Entire townhouse,3.0,2.5,6.0,Stapleton
320,167.0,Room in hostel,1.0,1.0,1.0,Five Points
321,75.0,Entire rental unit,1.0,1.0,1.0,Whittier
322,22.0,Shared room in residential home,1.0,1.0,2.0,West Highland
323,47.0,Private room in residential home,1.0,1.0,1.0,Congress Park
324,100.0,Entire guest suite,1.0,1.0,2.0,West Highland
325,263.0,Entire loft,2.0,2.0,2.0,City Park West
326,125.0,Entire townhouse,2.0,2.0,2.0,Hampden
327,97.0,Entire loft,1.0,1.0,1.0,CBD
329,91.0,Private room in townhouse,1.0,1.0,1.0,Highland
330,865.0,Entire residential home,5.0,4.5,5.0,University Park
331,73.0,Private room in condominium (condo),1.0,1.0,1.0,Windsor
332,265.0,Entire townhouse,2.0,2.0,2.0,Jefferson Park
333,24.0,Entire residential home,1.0,1.0,2.0,Lincoln Park
334,61.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
335,82.0,Entire residential home,2.0,1.0,2.0,West Highland
336,90.0,Private room in residential home,2.0,1.5,3.0,West Highland
337,127.0,Entire rental unit,1.0,1.0,0.0,Baker
338,879.0,Entire residential home,6.0,5.0,13.0,Capitol Hill
340,228.0,Entire residential home,2.0,1.0,2.0,Jefferson Park
341,55.0,Private room in residential home,1.0,1.0,1.0,Speer
342,199.0,Entire residential home,3.0,1.0,4.0,Athmar Park
343,99.0,Entire residential home,2.0,1.0,4.0,City Park
344,65.0,Private room in guest suite,1.0,1.0,1.0,Barnum West
345,102.0,Entire condominium (condo),2.0,1.0,2.0,City Park
346,148.0,Entire residential home,2.0,1.0,2.0,Virginia Village
347,84.0,Entire guest suite,1.0,1.0,1.0,Congress Park
348,400.0,Entire bungalow,2.0,2.0,2.0,South Park Hill
349,182.0,Entire residential home,1.0,1.0,1.0,Berkeley
350,840.0,Entire residential home,6.0,3.0,8.0,Athmar Park
352,126.0,Entire loft,1.0,1.0,1.0,CBD
354,291.0,Entire townhouse,1.0,1.0,1.0,Highland
355,141.0,Entire guesthouse,2.0,1.0,2.0,Highland
356,75.0,Private room in rental unit,1.0,1.0,1.0,Capitol Hill
357,399.0,Entire residential home,5.0,3.5,5.0,Hampden
358,75.0,Entire residential home,2.0,1.0,2.0,Gateway - Green Valley Ranch
359,115.0,Private room in residential home,1.0,1.5,1.0,City Park West
360,267.0,Entire residential home,3.0,2.0,3.0,Capitol Hill
361,164.0,Room in hostel,1.0,1.0,1.0,Five Points
362,44.0,Room in hostel,1.0,2.0,6.0,Five Points
363,46.0,Room in hostel,1.0,2.0,6.0,Union Station
364,63.0,Room in hostel,1.0,2.0,4.0,Five Points
365,171.0,Room in hostel,1.0,2.0,4.0,Five Points
366,151.0,Entire residential home,2.0,1.0,2.0,Baker
367,178.0,Entire condominium (condo),2.0,2.0,2.0,Cole
368,115.0,Entire townhouse,2.0,1.0,2.0,Sloan Lake
369,89.0,Entire residential home,2.0,1.0,2.0,Barnum
370,107.0,Entire residential home,2.0,1.0,2.0,Highland
371,137.0,Entire loft,2.0,1.5,2.0,Berkeley
372,115.0,Entire residential home,3.0,1.5,3.0,Rosedale
373,300.0,Entire residential home,2.0,3.0,2.0,Berkeley
374,329.0,Entire residential home,3.0,3.0,2.0,Capitol Hill
375,90.0,Entire guest suite,1.0,1.0,1.0,Capitol Hill
376,160.0,Entire loft,1.0,1.0,1.0,Five Points
377,74.0,Entire rental unit,1.0,1.0,1.0,Hampden South
378,85.0,Entire rental unit,1.0,1.0,1.0,Highland
379,35.0,Private room in residential home,1.0,1.5,1.0,University Hills
380,111.0,Entire townhouse,1.0,1.0,2.0,Five Points
381,164.0,Entire condominium (condo),2.0,1.0,2.0,Speer
382,75.0,Private room in residential home,1.0,1.0,1.0,West Highland
383,124.0,Entire guest suite,1.0,1.0,2.0,Five Points
384,75.0,Private room in townhouse,1.0,1.0,1.0,Washington Virginia Vale
385,112.0,Private room in residential home,1.0,1.0,4.0,South Park Hill
386,91.0,Entire guest suite,1.0,1.0,1.0,Skyland
387,165.0,Entire rental unit,2.0,1.0,2.0,West Highland
389,143.0,Entire rental unit,1.0,1.0,1.0,Capitol Hill
391,76.0,Private room in residential home,1.0,1.0,1.0,Montclair
392,160.0,Entire bungalow,2.0,1.0,2.0,Sunnyside
393,600.0,Entire rental unit,1.0,1.0,2.0,Hale
394,400.0,Entire townhouse,2.0,2.5,2.0,Highland
396,150.0,Entire rental unit,1.0,1.0,2.0,Highland
397,170.0,Entire residential home,3.0,2.5,4.0,Lowry Field
398,203.0,Entire residential home,2.0,2.0,2.0,West Colfax
399,94.0,Entire rental unit,2.0,2.0,2.0,Five Points
400,139.0,Entire townhouse,2.0,1.0,2.0,Five Points
401,75.0,Private room in residential home,1.0,1.5,1.0,Capitol Hill
402,92.0,Entire condominium (condo),2.0,2.5,2.0,Northeast Park Hill
403,52.0,Private room in residential home,1.0,1.5,1.0,Clayton
404,68.0,Private room in bungalow,1.0,1.0,1.0,Sunnyside
405,101.0,Entire rental unit,1.0,1.0,1.0,City Park
406,89.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
407,475.0,Entire residential home,3.0,2.0,3.0,Whittier
408,164.0,Entire rental unit,2.0,2.0,2.0,West Colfax
409,142.0,Entire rental unit,2.0,1.0,3.0,Congress Park
410,30.0,Private room in residential home,1.0,1.0,1.0,East Colfax
411,88.0,Entire rental unit,1.0,1.0,2.0,Speer
412,110.0,Entire condominium (condo),2.0,1.0,3.0,Union Station
414,105.0,Entire residential home,1.0,1.0,1.0,Cheesman Park
415,75.0,Entire condominium (condo),1.0,1.0,1.0,Cheesman Park
416,481.0,Entire residential home,4.0,2.0,4.0,Capitol Hill
417,65.0,Private room in bungalow,1.0,1.0,1.0,Montclair
418,364.0,Entire townhouse,2.0,2.0,3.0,Jefferson Park
419,77.0,Entire rental unit,1.0,1.0,1.0,Virginia Village
421,88.0,Private room in residential home,1.0,1.0,2.0,Five Points
422,179.0,Entire townhouse,1.0,1.0,1.0,Five Points
423,225.0,Private room in bungalow,2.0,1.0,2.0,Berkeley
424,195.0,Entire condominium (condo),1.0,1.0,1.0,CBD
425,420.0,Entire residential home,3.0,2.0,5.0,City Park West
426,160.0,Entire residential home,3.0,3.0,2.0,Washington Park
427,70.0,Private room in townhouse,1.0,1.5,1.0,Lowry Field
428,150.0,Entire residential home,3.0,2.0,4.0,Virginia Village
429,53.0,Private room in residential home,1.0,1.0,1.0,Five Points
430,126.0,Entire townhouse,2.0,1.0,2.0,Sloan Lake
431,111.0,Entire cottage,1.0,1.0,1.0,West Highland
432,57.0,Entire rental unit,1.0,1.0,1.0,South Park Hill
433,170.0,Entire townhouse,2.0,1.0,2.0,Washington Park West
434,80.0,Entire guesthouse,1.0,1.0,1.0,Stapleton
435,415.0,Entire residential home,2.0,3.0,2.0,West Highland
436,80.0,Entire residential home,1.0,1.0,2.0,Highland
437,120.0,Entire residential home,2.0,1.0,2.0,Highland
438,373.0,Entire residential home,3.0,2.0,3.0,North Park Hill
439,155.0,Entire loft,1.0,1.0,2.0,Union Station
440,102.0,Entire guest suite,1.0,1.0,1.0,City Park West
441,579.0,Entire residential home,4.0,1.5,5.0,Cheesman Park
442,74.0,Entire guest suite,1.0,1.0,1.0,Skyland
443,155.0,Entire rental unit,2.0,1.0,2.0,Sunnyside
444,446.0,Entire townhouse,2.0,2.5,2.0,Highland
445,299.0,Entire rental unit,3.0,2.0,4.0,Cheesman Park
446,328.0,Entire townhouse,2.0,2.5,3.0,Highland
447,175.0,Entire loft,3.0,2.0,3.0,Lincoln Park
448,159.0,Entire bungalow,2.0,2.0,2.0,North Park Hill
449,60.0,Entire condominium (condo),1.0,1.0,1.0,City Park West
450,55.0,Entire condominium (condo),1.0,1.0,1.0,CBD
451,22.0,Shared room in residential home,1.0,1.0,2.0,West Highland
452,46.0,Private room in townhouse,1.0,1.5,1.0,Villa Park
453,195.0,Entire rental unit,3.0,1.0,3.0,Whittier
454,95.0,Entire rental unit,1.0,1.0,1.0,Whittier
455,205.0,Entire condominium (condo),1.0,1.0,1.0,CBD
456,171.0,Entire condominium (condo),1.0,1.0,1.0,CBD
458,65.0,Entire condominium (condo),1.0,1.0,1.0,Virginia Village
459,87.0,Entire guest suite,2.0,1.0,2.0,Skyland
460,160.0,Entire condominium (condo),2.0,2.0,2.0,CBD
461,225.0,Entire residential home,1.0,1.0,2.0,Highland
462,128.0,Entire rental unit,1.0,1.0,1.0,North Capitol Hill
463,76.0,Entire residential home,1.0,1.0,1.0,Highland
464,220.0,Entire guest suite,2.0,1.0,4.0,Cherry Creek
465,182.0,Entire condominium (condo),1.0,1.0,1.0,CBD
466,75.0,Entire rental unit,2.0,1.0,2.0,Congress Park
467,115.0,Entire guesthouse,1.0,1.0,3.0,Platt Park
468,182.0,Entire condominium (condo),1.0,1.0,1.0,CBD
469,196.0,Entire condominium (condo),1.0,1.0,1.0,CBD
