,price,property_type,bedrooms,bathrooms_text,beds,neighbourhood_cleansed
912,250.0,Entire townhouse,2.0,3.0,3.0,Jefferson Park
913,44.0,Entire rental unit,1.0,1.0,1.0,Cole
914,99.0,Entire rental unit,1.0,1.0,2.0,Five Points
915,119.0,Entire townhouse,2.0,2.5,2.0,West Colfax
916,101.0,Entire guest suite,1.0,1.0,1.0,City Park
918,104.0,Entire rental unit,1.0,1.0,1.0,Washington Park
919,70.0,Entire rental unit,2.0,1.0,2.0,Barnum
920,125.0,Private room in rental unit,2.0,1.0,3.0,West Colfax
921,132.0,Entire bungalow,1.0,1.0,1.0,Chaffee Park
922,194.0,Entire guest suite,1.0,1.0,1.0,Overland
923,100.0,Entire townhouse,2.0,2.0,2.0,DIA
924,100.0,Entire rental unit,1.0,1.0,4.0,CBD
925,149.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
926,199.0,Entire bungalow,2.0,2.0,2.0,West Highland
927,155.0,Entire residential home,3.0,2.0,4.0,Sloan Lake
928,141.0,Entire rental unit,2.0,1.0,2.0,Sunnyside
929,520.0,Entire residential home,5.0,3.5,8.0,Sunnyside
930,112.0,Entire rental unit,2.0,1.0,2.0,Speer
931,119.0,Entire guest suite,2.0,1.0,2.0,Cole
932,404.0,Entire residential home,4.0,3.0,4.0,Capitol Hill
933,45.0,Private room in residential home,1.0,1.0,1.0,Valverde
934,173.0,Entire condominium (condo),1.0,1.0,1.0,CBD
935,399.0,Entire residential home,6.0,3.0,9.0,Highland
936,93.0,Entire guesthouse,1.0,1.0,2.0,Cole
937,47.0,Private room in townhouse,1.0,1.5,1.0,Five Points
938,23.0,Private room in townhouse,1.0,1.0,1.0,Windsor
939,695.0,Entire townhouse,3.0,3.0,3.0,Skyland
940,196.0,Entire rental unit,1.0,1.0,2.0,North Park Hill
941,100.0,Entire rental unit,2.0,1.0,2.0,Sloan Lake
942,79.0,Entire rental unit,2.0,1.0,2.0,Cole
943,105.0,Entire rental unit,1.0,1.0,1.0,Washington Park
944,99.0,Private room in residential home,1.0,1.0,2.0,Berkeley
945,31.0,Private room in townhouse,2.0,1.0,2.0,Ruby Hill
946,153.0,Entire condominium (condo),2.0,2.0,3.0,Union Station
947,106.0,Entire rental unit,1.0,1.0,2.0,North Park Hill
948,213.0,Entire bungalow,3.0,2.0,3.0,Sunnyside
949,172.0,Entire guesthouse,2.0,1.0,2.0,Five Points
950,75.0,Entire guest suite,1.0,1.0,1.0,Sunnyside
951,150.0,Entire residential home,2.0,2.0,2.0,Highland
952,72.0,Entire residential home,1.0,1.0,1.0,Highland
953,256.0,Entire residential home,4.0,3.5,9.0,Five Points
954,60.0,Private room in residential home,2.0,1.0,1.0,Hampden South
955,354.0,Entire residential home,5.0,3.0,6.0,Sloan Lake
956,180.0,Entire condominium (condo),1.0,1.0,1.0,CBD
957,450.0,Entire townhouse,2.0,2.5,3.0,West Colfax
958,122.0,Entire rental unit,1.0,1.0,2.0,Union Station
959,260.0,Entire residential home,3.0,1.5,6.0,Congress Park
960,62.0,Private room in residential home,1.0,1.0,1.0,Speer
961,71.0,Room in hostel,1.0,17.0,1.0,Capitol Hill
962,542.0,Entire residential home,4.0,4.0,6.0,Congress Park
963,89.0,Room in hostel,1.0,17.0,1.0,Capitol Hill
964,115.0,Entire residential home,1.0,1.0,2.0,Gateway - Green Valley Ranch
965,222.0,Entire condominium (condo),2.0,2.0,2.0,CBD
966,163.0,Entire condominium (condo),1.0,1.0,1.0,CBD
967,152.0,Entire rental unit,2.0,1.0,2.0,West Highland
968,89.0,Entire guesthouse,1.0,1.0,1.0,Berkeley
969,85.0,Entire rental unit,2.0,1.0,2.0,Cole
970,389.0,Entire townhouse,3.0,3.5,4.0,Highland
971,122.0,Entire residential home,3.0,1.5,5.0,North Capitol Hill
972,136.0,Entire townhouse,1.0,1.0,1.0,Highland
973,110.0,Entire guesthouse,1.0,1.0,1.0,City Park West
974,570.0,Entire residential home,5.0,3.0,6.0,Bear Valley
975,60.0,Entire rental unit,1.0,1.0,1.0,Hale
977,82.0,Private room in residential home,2.0,1.0,2.0,Baker
978,95.0,Entire residential home,3.0,1.0,3.0,Mar Lee
980,75.0,Private room in guest suite,2.0,1.0,2.0,Washington Park West
981,110.0,Entire guest suite,1.0,1.0,3.0,Highland
982,63.0,Entire townhouse,1.0,1.0,2.0,Chaffee Park
983,148.0,Private room in townhouse,1.0,1.0,1.0,Lincoln Park
984,500.0,Private room in residential home,1.0,1.0,1.0,Hampden South
986,99.0,Entire guest suite,1.0,1.0,2.0,Speer
987,62.0,Private room in residential home,1.0,1.0,2.0,Harvey Park South
988,130.0,Private room in condominium (condo),1.0,1.0,1.0,Five Points
989,383.0,Entire residential home,4.0,3.0,6.0,Five Points
990,73.0,Private room in residential home,2.0,1.0,2.0,Gateway - Green Valley Ranch
991,79.0,Private room in townhouse,1.0,1.0,1.0,City Park West
992,595.0,Entire condominium (condo),2.0,1.0,2.0,Five Points
993,135.0,Entire condominium (condo),1.0,1.0,1.0,City Park West
994,198.0,Entire condominium (condo),1.0,1.0,1.0,Highland
995,150.0,Entire condominium (condo),1.0,2.0,1.0,Civic Center
996,139.0,Entire condominium (condo),1.0,1.0,2.0,Union Station
997,230.0,Entire residential home,2.0,1.0,3.0,Lincoln Park
998,199.0,Entire residential home,2.0,1.0,3.0,West Highland
999,215.0,Entire residential home,3.0,2.0,3.0,University Hills
1000,81.0,Entire guest suite,1.0,1.0,2.0,City Park
1002,69.0,Private room in residential home,1.0,1.0,1.0,Northeast Park Hill
1006,190.0,Entire residential home,3.0,2.0,5.0,North Park Hill
1007,55.0,Private room in townhouse,1.0,1.5,1.0,Indian Creek
1008,177.0,Entire residential home,1.0,1.0,1.0,Belcaro
1009,45.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1010,116.0,Entire condominium (condo),2.0,1.0,2.0,Speer
1011,95.0,Entire townhouse,1.0,1.0,1.0,Skyland
1012,148.0,Entire rental unit,1.0,1.0,2.0,Five Points
1013,146.0,Entire residential home,2.0,1.0,2.0,Platt Park
1014,234.0,Entire residential home,3.0,2.0,3.0,Congress Park
1016,195.0,Entire rental unit,1.0,1.0,1.0,City Park
1017,237.0,Entire townhouse,3.0,3.5,3.0,Rosedale
1018,75.0,Private room in residential home,2.0,1.0,2.0,Gateway - Green Valley Ranch
1019,76.0,Entire guesthouse,1.0,1.0,1.0,Barnum
1020,60.0,Private room in residential home,1.0,1.0,1.0,University Hills
1021,139.0,Entire townhouse,2.0,1.0,4.0,Jefferson Park
1022,150.0,Entire rental unit,1.0,1.0,1.0,North Capitol Hill
1023,61.0,Entire rental unit,1.0,1.0,1.0,North Park Hill
1024,739.0,Entire townhouse,5.0,3.5,8.0,West Colfax
1025,55.0,Private room in residential home,1.0,1.0,1.0,Sunnyside
1026,100.0,Entire residential home,3.0,2.0,3.0,Northeast Park Hill
1027,223.0,Entire residential home,2.0,1.0,2.0,Baker
1028,104.0,Entire residential home,1.0,1.0,2.0,West Highland
1029,427.0,Entire residential home,4.0,3.5,5.0,Stapleton
1030,399.0,Entire residential home,6.0,4.0,8.0,Congress Park
1031,128.0,Entire rental unit,2.0,1.0,2.0,West Colfax
1032,250.0,Entire residential home,4.0,3.0,5.0,Sunnyside
1033,106.0,Entire townhouse,2.0,1.0,2.0,Westwood
1034,49.0,Private room in residential home,1.0,1.0,1.0,University Hills
1035,134.0,Entire guest suite,1.0,1.0,2.0,Cheesman Park
1037,137.0,Entire rental unit,1.0,1.0,1.0,Cheesman Park
1038,90.0,Entire guest suite,1.0,1.0,1.0,Washington Park West
1039,239.0,Entire condominium (condo),2.0,2.0,5.0,Union Station
1040,182.0,Entire bungalow,1.0,1.0,1.0,Highland
1041,289.0,Entire residential home,3.0,2.0,4.0,Belcaro
1042,148.0,Entire bungalow,2.0,1.0,2.0,South Park Hill
1043,199.0,Entire rental unit,3.0,1.5,4.0,Union Station
1044,135.0,Entire townhouse,2.0,2.0,2.0,West Colfax
1045,685.0,Entire residential home,5.0,5.0,12.0,West Colfax
1046,98.0,Tiny house,1.0,1.0,1.0,Berkeley
1047,238.0,Entire residential home,3.0,2.0,3.0,Whittier
1048,359.0,Entire guesthouse,1.0,1.0,2.0,North Capitol Hill
1050,112.0,Entire guest suite,1.0,1.0,2.0,Valverde
1051,813.0,Entire residential home,4.0,3.5,5.0,Highland
1052,90.0,Entire rental unit,1.0,1.0,1.0,Globeville
1053,225.0,Entire condominium (condo),2.0,2.0,2.0,CBD
1054,89.0,Private room in residential home,1.0,1.0,1.0,Platt Park
1055,169.0,Entire guest suite,1.0,1.0,2.0,Sunnyside
1056,71.0,Room in hostel,1.0,17.0,1.0,Capitol Hill
1057,137.0,Entire residential home,2.0,1.0,2.0,Hale
1058,119.0,Entire rental unit,1.0,1.0,1.0,Speer
1059,175.0,Entire rental unit,2.0,1.0,3.0,Stapleton
1060,236.0,Entire townhouse,3.0,3.0,3.0,Virginia Village
1061,121.0,Entire guesthouse,1.0,1.0,1.0,Congress Park
1062,83.0,Entire townhouse,1.0,1.0,2.0,Baker
1063,309.0,Entire townhouse,2.0,2.5,4.0,Five Points
1064,100.0,Entire residential home,2.0,1.0,2.0,Whittier
1065,155.0,Entire bungalow,3.0,3.0,6.0,Cole
1066,61.0,Private room in residential home,1.0,1.5,1.0,Montbello
1067,56.0,Private room in residential home,1.0,1.5,1.0,Montbello
1068,221.0,Entire condominium (condo),2.0,2.0,2.0,Highland
1069,139.0,Entire rental unit,1.0,1.0,1.0,Stapleton
1070,86.0,Entire guest suite,1.0,1.0,1.0,South Park Hill
1071,140.0,Entire guest suite,1.0,1.0,2.0,Five Points
1072,104.0,Entire condominium (condo),2.0,2.0,2.0,Washington Park West
1073,378.0,Entire townhouse,4.0,3.0,5.0,Civic Center
1075,321.0,Entire bungalow,3.0,2.0,3.0,Lincoln Park
1076,85.0,Entire condominium (condo),1.0,1.0,1.0,Five Points
1077,135.0,Private room in residential home,1.0,1.0,1.0,City Park West
1079,101.0,Entire condominium (condo),1.0,1.0,0.0,Congress Park
1081,44.0,Private room in residential home,1.0,1.0,2.0,Rosedale
1082,175.0,Entire guesthouse,1.0,1.0,1.0,Cory - Merrill
1083,109.0,Entire residential home,2.0,1.0,2.0,Clayton
1084,66.0,Private room in residential home,1.0,1.0,1.0,Northeast Park Hill
1085,377.0,Entire townhouse,3.0,3.0,4.0,West Colfax
1086,95.0,Entire guesthouse,1.0,1.0,1.0,Washington Park West
1087,110.0,Entire condominium (condo),1.0,1.0,1.0,West Colfax
1088,240.0,Entire residential home,2.0,2.0,2.0,Whittier
1089,115.0,Entire condominium (condo),2.0,2.0,2.0,North Capitol Hill
1090,47.0,Entire residential home,1.0,1.0,1.0,Harvey Park South
1091,164.0,Entire rental unit,2.0,1.0,5.0,Washington Park West
1092,472.0,Entire residential home,3.0,2.5,4.0,Highland
1093,195.0,Entire townhouse,3.0,4.5,3.0,Sunnyside
1094,99.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1095,120.0,Entire guesthouse,1.0,1.0,1.0,Capitol Hill
1096,270.0,Entire residential home,2.0,1.0,2.0,Berkeley
1097,595.0,Entire residential home,5.0,3.5,7.0,Five Points
1098,140.0,Entire condominium (condo),1.0,1.0,1.0,Capitol Hill
1099,130.0,Entire loft,1.0,1.0,2.0,Five Points
1100,383.0,Entire bungalow,2.0,1.0,2.0,West Highland
1101,115.0,Entire residential home,1.0,1.0,1.0,Berkeley
1102,71.0,Entire townhouse,1.0,1.0,2.0,Clayton
1103,95.0,Entire residential home,2.0,1.0,2.0,Five Points
1104,202.0,Entire residential home,2.0,1.0,2.0,Sunnyside
1105,67.0,Entire guest suite,1.0,1.0,1.0,Skyland
1106,68.0,Entire residential home,1.0,1.0,1.0,Montclair
1107,55.0,Private room in residential home,1.0,1.0,2.0,Rosedale
1108,417.0,Entire residential home,6.0,4.0,7.0,West Colfax
1109,115.0,Entire residential home,2.0,2.0,2.0,Jefferson Park
1110,98.0,Entire guest suite,1.0,1.0,1.0,Berkeley
1111,82.0,Private room in residential home,1.0,1.0,1.0,West Colfax
1112,96.0,Entire cottage,1.0,1.0,1.0,Hale
1113,90.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1114,165.0,Entire guesthouse,1.0,1.0,1.0,West Highland
1115,338.0,Entire townhouse,3.0,2.5,3.0,West Colfax
1116,116.0,Entire guest suite,2.0,1.0,2.0,Regis
1117,92.0,Entire guest suite,1.0,1.0,1.0,Rosedale
1118,250.0,Entire loft,1.0,1.5,1.0,Five Points
1119,166.0,Entire guest suite,1.0,1.0,1.0,Cole
1120,145.0,Entire guest suite,2.0,1.0,2.0,Speer
1121,99.0,Entire guesthouse,1.0,1.5,1.0,Speer
1122,104.0,Entire guesthouse,1.0,1.0,2.0,Berkeley
1123,267.0,Entire townhouse,3.0,3.5,3.0,Stapleton
1124,140.0,Entire residential home,3.0,2.0,3.0,West Colfax
1125,125.0,Entire residential home,1.0,2.0,1.0,Baker
1126,152.0,Entire guest suite,1.0,1.0,2.0,Capitol Hill
1127,135.0,Entire guesthouse,1.0,1.0,1.0,Sloan Lake
1128,79.0,Entire rental unit,1.0,1.0,1.0,City Park West
1129,129.0,Entire guesthouse,1.0,1.0,2.0,Jefferson Park
1130,190.0,Entire rental unit,1.0,1.5,1.0,Cherry Creek
1131,142.0,Entire rental unit,1.0,1.0,1.0,Five Points
1132,182.0,Entire townhouse,3.0,1.0,3.0,Highland
1133,459.0,Entire guesthouse,2.0,1.0,2.0,Highland
1134,156.0,Entire guest suite,1.0,1.0,2.0,Cheesman Park
1135,492.0,Entire residential home,3.0,3.0,4.0,West Highland
1136,144.0,Entire townhouse,1.0,1.0,2.0,Five Points
1137,134.0,Entire guest suite,2.0,1.0,2.0,Whittier
1138,140.0,Entire residential home,4.0,2.0,4.0,Berkeley
1139,80.0,Camper/RV,1.0,1.0,2.0,Villa Park
1140,109.0,Private room in townhouse,1.0,1.5,1.0,West Colfax
1141,121.0,Entire guest suite,1.0,1.0,1.0,Stapleton
1142,198.0,Entire residential home,3.0,1.5,3.0,Jefferson Park
1143,302.0,Entire residential home,4.0,2.5,6.0,Gateway - Green Valley Ranch
1144,170.0,Entire guest suite,2.0,1.0,2.0,North Park Hill
1145,709.0,Entire townhouse,3.0,2.5,3.0,Highland
1146,106.0,Private room in residential home,1.0,1.0,1.0,Five Points
1147,109.0,Private room in residential home,1.0,1.0,1.0,Five Points
1148,111.0,Private room in residential home,1.0,1.0,1.0,Five Points
1149,199.0,Entire rental unit,1.0,1.0,1.0,Five Points
1150,140.0,Private room in residential home,1.0,1.0,1.0,Five Points
1151,117.0,Private room in residential home,1.0,1.0,1.0,Five Points
1152,117.0,Private room in residential home,1.0,1.0,1.0,Five Points
1153,122.0,Private room in residential home,1.0,1.0,1.0,Five Points
1154,123.0,Private room in residential home,1.0,1.0,1.0,Five Points
1155,250.0,Entire townhouse,2.0,2.5,3.0,Jefferson Park
1156,72.0,Private room in residential home,1.0,1.0,1.0,Speer
1157,78.0,Entire guest suite,1.0,1.0,1.0,Gateway - Green Valley Ranch
1158,109.0,Entire guest suite,2.0,1.0,4.0,Gateway - Green Valley Ranch
1159,190.0,Entire residential home,3.0,2.5,5.0,Stapleton
1160,150.0,Entire residential home,2.0,2.0,2.0,Berkeley
1161,350.0,Entire residential home,5.0,5.0,8.0,Stapleton
1162,171.0,Entire residential home,3.0,2.0,3.0,City Park West
1163,200.0,Entire residential home,5.0,2.5,5.0,Speer
1164,593.0,Entire residential home,5.0,4.0,6.0,Speer
1165,308.0,Entire condominium (condo),2.0,1.0,2.0,Five Points
1166,475.0,Entire residential home,4.0,3.0,5.0,Five Points
1167,72.0,Private room in guest suite,1.0,1.0,1.0,City Park West
1169,150.0,Entire guesthouse,1.0,1.0,2.0,Rosedale
1170,165.0,Private room in bungalow,1.0,1.0,1.0,Sloan Lake
1171,89.0,Private room in residential home,1.0,1.0,1.0,University
1172,371.0,Entire loft,1.0,1.5,2.0,CBD
1173,120.0,Entire residential home,3.0,2.0,5.0,Hampden
1174,182.0,Entire condominium (condo),2.0,1.0,2.0,Ruby Hill
1176,115.0,Private room in residential home,1.0,1.0,1.0,Five Points
1177,224.0,Entire rental unit,2.0,1.0,2.0,West Colfax
1178,115.0,Entire townhouse,2.0,1.0,3.0,West Highland
1179,154.0,Entire guest suite,2.0,1.0,2.0,Speer
1180,99.0,Entire guesthouse,1.0,1.0,1.0,Berkeley
1181,96.0,Entire guesthouse,1.0,1.0,1.0,Sunnyside
1182,300.0,Entire townhouse,2.0,2.5,2.0,University
1183,79.0,Private room in townhouse,1.0,1.0,1.0,City Park West
1184,750.0,Entire residential home,5.0,2.5,5.0,Virginia Village
1185,93.0,Entire townhouse,1.0,1.0,1.0,Westwood
1187,32.0,Shared room in residential home,1.0,2.0,1.0,Congress Park
1188,116.0,Entire guest suite,1.0,1.0,1.0,Virginia Village
1189,470.0,Entire townhouse,3.0,2.5,3.0,Jefferson Park
1190,162.0,Entire rental unit,1.0,1.0,2.0,Highland
1192,80.0,Entire condominium (condo),2.0,1.0,2.0,City Park West
1193,109.0,Entire residential home,2.0,1.0,2.0,Sloan Lake
1194,87.0,Entire guest suite,2.0,1.0,3.0,Overland
1196,100.0,Entire condominium (condo),2.0,2.0,2.0,Hampden South
1197,100.0,Private room in residential home,2.0,2.0,0.0,Highland
1198,109.0,Entire residential home,2.0,1.0,2.0,West Highland
1199,93.0,Entire guest suite,1.0,1.0,1.0,Stapleton
1200,219.0,Entire townhouse,2.0,1.0,3.0,Speer
1201,999.0,Entire condominium (condo),2.0,2.0,2.0,Union Station
1202,275.0,Entire residential home,4.0,3.0,4.0,Mar Lee
1204,119.0,Entire condominium (condo),2.0,2.0,2.0,CBD
1205,96.0,Entire guest suite,1.0,1.0,1.0,Northeast Park Hill
1206,134.0,Entire residential home,1.0,1.0,1.0,North Park Hill
1207,999.0,Entire residential home,4.0,3.0,6.0,Speer
1208,140.0,Entire loft,1.0,1.0,1.0,Five Points
1209,145.0,Entire residential home,5.0,3.0,6.0,Cole
1210,180.0,Entire condominium (condo),1.0,1.0,1.0,CBD
1211,68.0,Private room in residential home,2.0,1.0,2.0,Gateway - Green Valley Ranch
1214,225.0,Entire residential home,3.0,2.0,3.0,Highland
1215,140.0,Entire residential home,2.0,1.0,2.0,Villa Park
1216,80.0,Entire rental unit,1.0,1.0,1.0,Baker
1217,84.0,Private room in townhouse,1.0,1.5,1.0,City Park West
1218,50.0,Entire guesthouse,1.0,1.0,2.0,Villa Park
1219,72.0,Private room in residential home,1.0,1.0,2.0,Gateway - Green Valley Ranch
1221,59.0,Private room in residential home,1.0,1.0,1.0,Valverde
1222,195.0,Entire bungalow,2.0,1.0,4.0,Sloan Lake
1223,169.0,Entire residential home,3.0,2.0,3.0,Hampden
1224,116.0,Entire guesthouse,1.0,1.0,2.0,Chaffee Park
1225,58.0,Private room in residential home,1.0,1.0,1.0,Clayton
1226,191.0,Entire residential home,3.0,1.0,3.0,University
1228,215.0,Entire rental unit,1.0,1.0,1.0,Five Points
1229,100.0,Entire residential home,1.0,1.0,1.0,Sunnyside
1230,128.0,Entire residential home,3.0,1.0,3.0,Sunnyside
1231,70.0,Entire guest suite,1.0,1.0,2.0,North Park Hill
1232,141.0,Entire guesthouse,2.0,1.0,3.0,Clayton
1233,140.0,Entire bungalow,2.0,1.0,3.0,West Colfax
1234,135.0,Entire residential home,2.0,2.0,2.0,Cole
1235,145.0,Entire residential home,3.0,1.0,4.0,North Park Hill
1236,110.0,Entire townhouse,1.0,1.0,1.0,West Highland
1237,251.0,Entire residential home,4.0,2.5,4.0,University Park
1239,98.0,Entire guest suite,2.0,1.0,2.0,Skyland
1240,169.0,Entire guest suite,1.0,1.0,1.0,Sloan Lake
1241,55.0,Private room in rental unit,1.0,1.0,1.0,Northeast Park Hill
1242,55.0,Private room in residential home,1.0,1.0,1.0,Regis
1243,70.0,Entire rental unit,2.0,2.5,2.0,Gateway - Green Valley Ranch
1244,31.0,Private room in bungalow,1.0,1.0,1.0,Westwood
1245,88.0,Entire residential home,1.0,1.0,1.0,Regis
1247,90.0,Entire residential home,2.0,1.5,2.0,Harvey Park
1248,157.0,Entire guesthouse,2.0,1.0,3.0,South Park Hill
1249,92.0,Entire townhouse,1.0,1.5,1.0,Stapleton
1250,200.0,Entire residential home,2.0,2.0,3.0,Jefferson Park
1251,48.0,Private room in residential home,1.0,1.0,1.0,College View - South Platte
1252,193.0,Entire townhouse,2.0,2.0,3.0,Speer
1253,139.0,Entire bungalow,3.0,2.0,3.0,West Highland
1254,63.0,Private room in residential home,1.0,1.0,1.0,Northeast Park Hill
1255,120.0,Entire rental unit,1.0,1.0,1.0,City Park
1256,25.0,Shared room in residential home,1.0,1.0,0.0,Montbello
1257,25.0,Shared room in residential home,1.0,1.0,0.0,Montbello
1258,60.0,Entire condominium (condo),1.0,1.0,1.0,Speer
1259,75.0,Entire bungalow,2.0,1.0,3.0,Berkeley
1260,87.0,Entire townhouse,1.0,1.5,1.0,Sunnyside
1261,432.0,Entire residential home,4.0,2.0,4.0,Lincoln Park
1262,80.0,Private room in condominium (condo),1.0,1.0,1.0,Lincoln Park
1263,236.0,Entire rental unit,3.0,2.5,3.0,Congress Park
1264,650.0,Entire residential home,4.0,4.5,10.0,City Park West
1265,158.0,Entire residential home,3.0,3.0,4.0,Sunnyside
1266,82.0,Entire rental unit,2.0,1.0,2.0,Hilltop
1267,98.0,Entire guest suite,1.0,1.0,1.0,Stapleton
1268,373.0,Entire townhouse,2.0,2.5,2.0,Stapleton
1269,24.0,Private room in townhouse,1.0,1.5,1.0,Mar Lee
1270,192.0,Entire residential home,3.0,1.0,3.0,Villa Park
1271,341.0,Entire townhouse,4.0,3.5,6.0,Skyland
1272,250.0,Entire loft,2.0,1.0,4.0,Five Points
1273,300.0,Entire residential home,2.0,1.0,2.0,Five Points
1275,66.0,Private room in townhouse,1.0,1.0,1.0,West Colfax
1276,60.0,Private room in residential home,1.0,1.0,1.0,Stapleton
1277,62.0,Private room in residential home,1.0,1.0,1.0,East Colfax
1279,216.0,Entire residential home,3.0,2.0,3.0,Baker
1280,118.0,Entire residential home,2.0,1.0,2.0,Virginia Village
1281,450.0,Entire residential home,3.0,1.5,9.0,Five Points
1282,80.0,Entire guest suite,2.0,1.0,3.0,Congress Park
1283,35.0,Private room in residential home,1.0,1.0,2.0,West Colfax
1284,93.0,Entire loft,1.0,1.0,2.0,Union Station
1285,30.0,Private room in townhouse,1.0,1.0,1.0,Hampden South
1286,251.0,Entire residential home,5.0,5.0,12.0,Jefferson Park
1287,80.0,Entire residential home,2.0,1.0,2.0,Speer
1288,155.0,Entire townhouse,1.0,1.0,1.0,Sunnyside
1289,90.0,Private room in residential home,1.0,1.5,1.0,Gateway - Green Valley Ranch
1290,200.0,Entire condominium (condo),1.0,1.0,1.0,Union Station
1291,184.0,Entire condominium (condo),2.0,1.0,3.0,Union Station
1292,87.0,Entire guest suite,1.0,1.0,1.0,North Park Hill
1293,352.0,Entire guesthouse,2.0,1.0,2.0,Lincoln Park
1294,200.0,Entire residential home,3.0,1.5,3.0,City Park
1295,58.0,Room in hostel,1.0,2.0,8.0,Five Points
1296,55.0,Room in hostel,1.0,2.0,10.0,Five Points
1297,155.0,Entire townhouse,1.0,1.0,2.0,Sunnyside
1298,325.0,Entire residential home,3.0,1.5,3.0,West Highland
1299,45.0,Private room in residential home,1.0,1.0,1.0,East Colfax
1300,84.0,Entire loft,1.0,1.0,1.0,Five Points
1301,120.0,Entire rental unit,1.0,1.0,2.0,City Park
1302,297.0,Private room in townhouse,2.0,2.0,2.0,Skyland
1303,514.0,Entire townhouse,2.0,2.0,3.0,Five Points
1304,100.0,Entire guest suite,1.0,1.0,1.0,Hilltop
1305,88.0,Entire guest suite,1.0,1.0,1.0,Berkeley
1306,204.0,Entire loft,1.0,1.0,2.0,Five Points
1307,86.0,Entire rental unit,2.0,1.0,3.0,Sunnyside
1308,99.0,Entire condominium (condo),2.0,1.0,2.0,Union Station
1309,227.0,Entire residential home,2.0,1.0,2.0,Five Points
1310,450.0,Entire residential home,3.0,3.0,3.0,University
1311,85.0,Entire rental unit,2.0,1.0,2.0,West Colfax
1312,132.0,Entire townhouse,1.0,1.0,2.0,Jefferson Park
1313,146.0,Entire townhouse,2.0,1.0,4.0,Jefferson Park
1314,204.0,Entire guest suite,2.0,1.0,2.0,Washington Park West
1315,120.0,Entire condominium (condo),2.0,2.0,2.0,Cherry Creek
1316,195.0,Entire townhouse,2.0,2.5,2.0,Highland
1317,43.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1318,157.0,Entire townhouse,2.0,2.5,5.0,West Colfax
1319,123.0,Entire guesthouse,1.0,1.0,2.0,Speer
1320,131.0,Private room in townhouse,1.0,1.5,1.0,Highland
1321,155.0,Entire residential home,2.0,1.0,2.0,Baker
1322,499.0,Entire townhouse,3.0,3.5,3.0,Sunnyside
1323,145.0,Entire condominium (condo),1.0,1.5,1.0,Union Station
1325,70.0,Private room in residential home,1.0,1.0,1.0,Gateway - Green Valley Ranch
1326,154.0,Entire guesthouse,1.0,1.0,1.0,Clayton
1327,129.0,Entire rental unit,1.0,1.0,1.0,City Park West
1328,254.0,Entire residential home,3.0,2.5,1.0,Regis
1329,249.0,Entire guesthouse,1.0,1.0,2.0,West Highland
1330,160.0,Entire condominium (condo),1.0,1.0,1.0,Union Station
1331,84.0,Entire guest suite,1.0,1.0,1.0,Ruby Hill
1332,93.0,Private room in residential home,2.0,1.0,3.0,Gateway - Green Valley Ranch
1333,48.0,Private room in residential home,1.0,1.0,1.0,Virginia Village
1334,140.0,Private room in residential home,1.0,1.5,1.0,Platt Park
1335,98.0,Entire condominium (condo),1.0,1.0,1.0,CBD
1336,100.0,Entire residential home,2.0,1.0,2.0,Lincoln Park
1337,229.0,Entire bungalow,3.0,2.0,5.0,Sunnyside
1338,139.0,Entire guesthouse,1.0,1.0,2.0,Platt Park
1339,249.0,Entire bungalow,2.0,2.0,2.0,Washington Park
1340,25.0,Private room in residential home,1.0,1.0,1.0,Valverde
1341,148.0,Entire rental unit,1.0,1.0,1.0,Cherry Creek
1342,337.0,Entire residential home,3.0,3.0,3.0,Sunnyside
1343,139.0,Entire condominium (condo),1.0,1.0,1.0,Speer
1344,98.0,Entire rental unit,1.0,1.0,1.0,Sunnyside
1345,89.0,Entire residential home,1.0,1.0,2.0,West Highland
1346,70.0,Entire residential home,1.0,1.0,1.0,Platt Park
1347,180.0,Entire residential home,6.0,3.5,7.0,Gateway - Green Valley Ranch
1348,55.0,Entire condominium (condo),1.0,1.0,1.0,Hale
1349,100.0,Entire rental unit,1.0,1.0,1.0,Speer
1350,105.0,Entire condominium (condo),2.0,2.0,2.0,Hampden South
1351,100.0,Entire bungalow,2.0,1.0,2.0,Sloan Lake
1352,160.0,Entire residential home,4.0,2.5,5.0,Gateway - Green Valley Ranch
1353,238.0,Entire rental unit,2.0,1.0,3.0,City Park West
1355,120.0,Entire residential home,3.0,2.0,3.0,Skyland
1356,180.0,Entire loft,1.0,1.0,1.0,Union Station
1357,628.0,Entire residential home,4.0,4.5,4.0,Washington Park
1358,144.0,Entire townhouse,2.0,1.5,2.0,Speer
1359,125.0,Entire residential home,1.0,1.0,1.0,Baker
1360,215.0,Entire guesthouse,2.0,1.0,2.0,West Highland
1361,160.0,Entire guest suite,1.0,1.0,3.0,Washington Virginia Vale
1362,145.0,Entire townhouse,1.0,1.0,1.0,Whittier
1363,148.0,Entire condominium (condo),1.0,1.0,2.0,Five Points
1364,62.0,Private room in residential home,2.0,1.0,2.0,Gateway - Green Valley Ranch
